Case Fatality Rate Percent,Code,Country,Cases,Muertes,Pais o territorio,Tipo,Year vwPopulation per year,Year
0,28,Antigua and Barbuda,1,0,Antigua y Barbuda,Final,1991,1991
0,28,Antigua and Barbuda,0,0,Antigua y Barbuda,Final,1992,1992
0,28,Antigua and Barbuda,0,0,Antigua y Barbuda,Final,1993,1993
0,28,Antigua and Barbuda,0,0,Antigua y Barbuda,Final,1994,1994
0,28,Antigua and Barbuda,56,0,Antigua y Barbuda,Final,1995,1995
0,28,Antigua and Barbuda,12,0,Antigua y Barbuda,Final,1996,1996
0,28,Antigua and Barbuda,7,0,Antigua y Barbuda,Final,1997,1997
0,28,Antigua and Barbuda,4,0,Antigua y Barbuda,Final,1998,1998
0,28,Antigua and Barbuda,2,0,Antigua y Barbuda,Final,1999,1999
0,28,Antigua and Barbuda,8,0,Antigua y Barbuda,Final,2000,2000
0,28,Antigua and Barbuda,20,0,Antigua y Barbuda,Final,2001,2001
0,28,Antigua and Barbuda,5,0,Antigua y Barbuda,Final,2002,2002
0,28,Antigua and Barbuda,0,0,Antigua y Barbuda,Final,2003,2003
0,28,Antigua and Barbuda,0,0,Antigua y Barbuda,Final,2004,2004
0,28,Antigua and Barbuda,0,0,Antigua y Barbuda,Final,2005,2005
0,28,Antigua and Barbuda,0,0,Antigua y Barbuda,Final,2006,2006
0,28,Antigua and Barbuda,0,0,Antigua y Barbuda,Final,2007,2007
0,28,Antigua and Barbuda,17,0,Antigua y Barbuda,Final,2008,2008
0,28,Antigua and Barbuda,2,0,Antigua y Barbuda,Final,2009,2009
0,28,Antigua and Barbuda,3,0,Antigua y Barbuda,Final,2010,2010
0,28,Antigua and Barbuda,7,0,Antigua y Barbuda,Final,2011,2011
0,28,Antigua and Barbuda,10,0,Antigua y Barbuda,Final,2012,2012
0,28,Antigua and Barbuda,3,0,Antigua y Barbuda,Final,2013,2013
0,28,Antigua and Barbuda,37,0,Antigua y Barbuda,Final,2014,2014
0,32,Argentina,0,0,Argentina,Final,1980,1980
0,32,Argentina,0,0,Argentina,Final,1981,1981
0,32,Argentina,0,0,Argentina,Final,1982,1982
0,32,Argentina,0,0,Argentina,Final,1983,1983
0,32,Argentina,0,0,Argentina,Final,1984,1984
0,32,Argentina,0,0,Argentina,Final,1985,1985
0,32,Argentina,0,0,Argentina,Final,1986,1986
0,32,Argentina,0,0,Argentina,Final,1987,1987
0,32,Argentina,0,0,Argentina,Final,1988,1988
0,32,Argentina,0,0,Argentina,Final,1989,1989
0,32,Argentina,0,0,Argentina,Final,1990,1990
0,32,Argentina,0,0,Argentina,Final,1991,1991
0,32,Argentina,0,0,Argentina,Final,1992,1992
0,32,Argentina,0,0,Argentina,Final,1993,1993
0,32,Argentina,0,0,Argentina,Final,1994,1994
0,32,Argentina,0,0,Argentina,Final,1995,1995
0,32,Argentina,0,0,Argentina,Final,1996,1996
0,32,Argentina,0,0,Argentina,Final,1997,1997
0,32,Argentina,822,0,Argentina,Final,1998,1998
0,32,Argentina,3,0,Argentina,Final,1999,1999
0,32,Argentina,1700,0,Argentina,Final,2000,2000
0,32,Argentina,11,0,Argentina,Final,2001,2001
0,32,Argentina,214,0,Argentina,Final,2002,2002
0,32,Argentina,135,0,Argentina,Final,2003,2003
0,32,Argentina,3284,0,Argentina,Final,2004,2004
0,32,Argentina,34,0,Argentina,Final,2005,2005
0,32,Argentina,181,0,Argentina,Final,2006,2006
0,32,Argentina,173,0,Argentina,Final,2007,2007
0,32,Argentina,40,0,Argentina,Final,2008,2008
0.02,32,Argentina,26606,5,Argentina,Final,2009,2009
0,32,Argentina,1185,0,Argentina,Final,2010,2010
0,32,Argentina,213,0,Argentina,Final,2011,2011
0,32,Argentina,2803,0,Argentina,Final,2012,2012
0,32,Argentina,9294,0,Argentina,Final,2013,2013
0,32,Argentina,3270,0,Argentina,Final,2014,2014
0,44,Bahamas,0,0,Bahamas,Final,1980,1980
0,44,Bahamas,0,0,Bahamas,Final,1981,1981
0,44,Bahamas,0,0,Bahamas,Final,1982,1982
0,44,Bahamas,0,0,Bahamas,Final,1983,1983
0,44,Bahamas,0,0,Bahamas,Final,1984,1984
0,44,Bahamas,0,0,Bahamas,Final,1985,1985
0,44,Bahamas,0,0,Bahamas,Final,1986,1986
0,44,Bahamas,0,0,Bahamas,Final,1987,1987
0,44,Bahamas,0,0,Bahamas,Final,1988,1988
0,44,Bahamas,87,0,Bahamas,Final,1989,1989
0,44,Bahamas,2,0,Bahamas,Final,1990,1990
0,44,Bahamas,0,0,Bahamas,Final,1991,1991
0,44,Bahamas,0,0,Bahamas,Final,1992,1992
0,44,Bahamas,0,0,Bahamas,Final,1993,1993
0,44,Bahamas,0,0,Bahamas,Final,1994,1994
0,44,Bahamas,1,0,Bahamas,Final,1995,1995
0,44,Bahamas,0,0,Bahamas,Final,1996,1996
0,44,Bahamas,0,0,Bahamas,Final,1997,1997
0,44,Bahamas,336,0,Bahamas,Final,1998,1998
0,44,Bahamas,0,0,Bahamas,Final,1999,1999
0,44,Bahamas,0,0,Bahamas,Final,2000,2000
0,44,Bahamas,0,0,Bahamas,Final,2001,2001
0,44,Bahamas,0,0,Bahamas,Final,2002,2002
0,44,Bahamas,180,0,Bahamas,Final,2003,2003
0,44,Bahamas,1,0,Bahamas,Final,2004,2004
0,44,Bahamas,0,0,Bahamas,Final,2005,2005
0,44,Bahamas,1,0,Bahamas,Final,2006,2006
0,44,Bahamas,0,0,Bahamas,Final,2007,2007
0,44,Bahamas,1,0,Bahamas,Final,2008,2008
0,44,Bahamas,1,0,Bahamas,Final,2009,2009
40,44,Bahamas,10,4,Bahamas,Final,2010,2010
0,44,Bahamas,6997,0,Bahamas,Final,2011,2011
0,44,Bahamas,3,0,Bahamas,Final,2012,2012
0,44,Bahamas,3,0,Bahamas,Final,2013,2013
0,44,Bahamas,136,0,Bahamas,Final,2014,2014
0,52,Barbados,0,0,Barbados,Final,1980,1980
0,52,Barbados,6,0,Barbados,Final,1981,1981
0,52,Barbados,99,0,Barbados,Final,1982,1982
0,52,Barbados,63,0,Barbados,Final,1983,1983
0,52,Barbados,63,0,Barbados,Final,1984,1984
0,52,Barbados,0,0,Barbados,Final,1985,1985
0,52,Barbados,0,0,Barbados,Final,1986,1986
0,52,Barbados,78,0,Barbados,Final,1987,1987
0,52,Barbados,10,0,Barbados,Final,1988,1988
0,52,Barbados,45,0,Barbados,Final,1989,1989
0,52,Barbados,236,0,Barbados,Final,1990,1990
0,52,Barbados,21,0,Barbados,Final,1991,1991
0,52,Barbados,4,0,Barbados,Final,1992,1992
0,52,Barbados,1,0,Barbados,Final,1993,1993
0,52,Barbados,0,0,Barbados,Final,1994,1994
0.1,52,Barbados,974,1,Barbados,Final,1995,1995
0,52,Barbados,130,0,Barbados,Final,1996,1996
1.02,52,Barbados,196,2,Barbados,Final,1997,1997
0,52,Barbados,852,0,Barbados,Final,1998,1998
0.58,52,Barbados,688,4,Barbados,Final,1999,1999
0,52,Barbados,744,0,Barbados,Final,2000,2000
0,52,Barbados,1029,0,Barbados,Final,2001,2001
0,52,Barbados,740,0,Barbados,Final,2002,2002
0,52,Barbados,557,0,Barbados,Final,2003,2003
0,52,Barbados,349,0,Barbados,Final,2004,2004
0,52,Barbados,320,0,Barbados,Final,2005,2005
0,52,Barbados,1,0,Barbados,Final,2006,2006
0,52,Barbados,0,0,Barbados,Final,2007,2007
0,52,Barbados,1,0,Barbados,Final,2008,2008
0,52,Barbados,55,0,Barbados,Final,2009,2009
0,52,Barbados,2966,0,Barbados,Final,2010,2010
0.27,52,Barbados,739,2,Barbados,Final,2011,2011
0.11,52,Barbados,912,1,Barbados,Final,2012,2012
0.14,52,Barbados,2848,4,Barbados,Final,2013,2013
0,52,Barbados,1728,0,Barbados,Final,2014,2014
0,60,Bermuda,0,0,Bermuda,Final,1991,1991
0,60,Bermuda,0,0,Bermuda,Final,1992,1992
0,60,Bermuda,0,0,Bermuda,Final,1993,1993
0,60,Bermuda,0,0,Bermuda,Final,1994,1994
0,60,Bermuda,0,0,Bermuda,Final,1995,1995
0,60,Bermuda,0,0,Bermuda,Final,1996,1996
0,60,Bermuda,0,0,Bermuda,Final,1997,1997
0,60,Bermuda,0,0,Bermuda,Final,1998,1998
0,60,Bermuda,3,0,Bermuda,Final,1999,1999
0,60,Bermuda,0,0,Bermuda,Final,2000,2000
0,60,Bermuda,0,0,Bermuda,Final,2001,2001
0,60,Bermuda,0,0,Bermuda,Final,2002,2002
0,60,Bermuda,0,0,Bermuda,Final,2003,2003
0,60,Bermuda,0,0,Bermuda,Final,2004,2004
0,60,Bermuda,2,0,Bermuda,Final,2005,2005
0,60,Bermuda,2,0,Bermuda,Final,2006,2006
0,60,Bermuda,0,0,Bermuda,Final,2007,2007
0,60,Bermuda,0,0,Bermuda,Final,2008,2008
0,60,Bermuda,0,0,Bermuda,Final,2009,2009
0,60,Bermuda,2,0,Bermuda,Final,2010,2010
0,60,Bermuda,1,0,Bermuda,Final,2011,2011
0,60,Bermuda,0,0,Bermuda,Final,2012,2012
0,60,Bermuda,1,0,Bermuda,Final,2013,2013
0,60,Bermuda,0,0,Bermuda,Final,2014,2014
0,68,Bolivia,0,0,Bolivia,Final,1980,1980
0,68,Bolivia,0,0,Bolivia,Final,1981,1981
0,68,Bolivia,0,0,Bolivia,Final,1982,1982
0,68,Bolivia,0,0,Bolivia,Final,1983,1983
0,68,Bolivia,0,0,Bolivia,Final,1984,1984
0,68,Bolivia,0,0,Bolivia,Final,1985,1985
0,68,Bolivia,0,0,Bolivia,Final,1986,1986
0,68,Bolivia,1994,0,Bolivia,Final,1987,1987
0,68,Bolivia,4847,0,Bolivia,Final,1988,1988
0,68,Bolivia,5334,0,Bolivia,Final,1989,1989
0,68,Bolivia,40642,0,Bolivia,Final,1990,1990
0,68,Bolivia,97397,0,Bolivia,Final,1991,1991
0,68,Bolivia,3501,0,Bolivia,Final,1992,1992
0,68,Bolivia,6915,0,Bolivia,Final,1993,1993
0,68,Bolivia,54453,0,Bolivia,Final,1994,1994
0,68,Bolivia,7,0,Bolivia,Final,1995,1995
0,68,Bolivia,52,0,Bolivia,Final,1996,1996
0,68,Bolivia,539,0,Bolivia,Final,1997,1997
0,68,Bolivia,49,0,Bolivia,Final,1998,1998
0,68,Bolivia,43,0,Bolivia,Final,1999,1999
0,68,Bolivia,73,0,Bolivia,Final,2000,2000
0,68,Bolivia,176,0,Bolivia,Final,2001,2001
0.11,68,Bolivia,891,1,Bolivia,Final,2002,2002
0.09,68,Bolivia,6501,6,Bolivia,Final,2003,2003
0,68,Bolivia,7365,0,Bolivia,Final,2004,2004
0,68,Bolivia,4433,0,Bolivia,Final,2005,2005
0.05,68,Bolivia,2039,1,Bolivia,Final,2006,2006
0.01,68,Bolivia,7223,1,Bolivia,Final,2007,2007
0,68,Bolivia,3178,0,Bolivia,Final,2008,2008
0.03,68,Bolivia,83849,25,Bolivia,Final,2009,2009
0,68,Bolivia,9918,0,Bolivia,Final,2010,2010
0.18,68,Bolivia,26633,47,Bolivia,Final,2011,2011
0.07,68,Bolivia,51694,37,Bolivia,Final,2012,2012
0.06,68,Bolivia,13050,8,Bolivia,Final,2013,2013
0.03,68,Bolivia,23726,6,Bolivia,Final,2014,2014
0,76,Brazil,0,0,Brasil,Final,1980,1980
0,76,Brazil,0,0,Brasil,Final,1981,1981
0,76,Brazil,12000,0,Brasil,Final,1982,1982
0,76,Brazil,0,0,Brasil,Final,1983,1983
0,76,Brazil,0,0,Brasil,Final,1984,1984
0,76,Brazil,0,0,Brasil,Final,1985,1985
0.01,76,Brazil,47367,3,Brasil,Final,1986,1986
0,76,Brazil,89393,1,Brasil,Final,1987,1987
0,76,Brazil,190,0,Brasil,Final,1988,1988
0,76,Brazil,5334,0,Brasil,Final,1989,1989
0.02,76,Brazil,40642,8,Brasil,Final,1990,1990
0,76,Brazil,97209,0,Brasil,Final,1991,1991
0,76,Brazil,3501,0,Brasil,Final,1992,1992
0,76,Brazil,6915,0,Brasil,Final,1993,1993
0.02,76,Brazil,54453,11,Brasil,Final,1994,1994
0,76,Brazil,124775,2,Brasil,Final,1995,1995
0,76,Brazil,175749,1,Brasil,Final,1996,1996
0,76,Brazil,254074,5,Brasil,Final,1997,1997
0,76,Brazil,535283,10,Brasil,Final,1998,1998
0,76,Brazil,204131,3,Brasil,Final,1999,1999
0,76,Brazil,231412,3,Brasil,Final,2000,2000
0.01,76,Brazil,412388,29,Brasil,Final,2001,2001
0.02,76,Brazil,778037,145,Brasil,Final,2002,2002
0.01,76,Brazil,341189,38,Brasil,Final,2003,2003
0,76,Brazil,112851,3,Brasil,Final,2004,2004
0.02,76,Brazil,203356,43,Brasil,Final,2005,2005
0.02,76,Brazil,345922,67,Brasil,Final,2006,2006
0.03,76,Brazil,558413,158,Brasil,Final,2007,2007
0.03,76,Brazil,724427,212,Brasil,Final,2008,2008
0.06,76,Brazil,520660,298,Brasil,Final,2009,2009
0.07,76,Brazil,994158,656,Brasil,Final,2010,2010
0.06,76,Brazil,753487,482,Brasil,Final,2011,2011
0.05,76,Brazil,597450,284,Brasil,Final,2012,2012
0.04,76,Brazil,1473645,545,Brasil,Final,2013,2013
0.07,76,Brazil,591080,410,Brasil,Final,2014,2014
0,84,Belize,4,0,Belice,Final,1980,1980
0,84,Belize,9,0,Belice,Final,1981,1981
0,84,Belize,482,0,Belice,Final,1982,1982
0,84,Belize,26,0,Belice,Final,1983,1983
0,84,Belize,137,0,Belice,Final,1984,1984
0,84,Belize,0,0,Belice,Final,1985,1985
0,84,Belize,1,0,Belice,Final,1986,1986
0,84,Belize,0,0,Belice,Final,1987,1987
0,84,Belize,0,0,Belice,Final,1988,1988
0,84,Belize,0,0,Belice,Final,1989,1989
0,84,Belize,2,0,Belice,Final,1990,1990
0,84,Belize,0,0,Belice,Final,1991,1991
0,84,Belize,0,0,Belice,Final,1992,1992
0,84,Belize,0,0,Belice,Final,1993,1993
0,84,Belize,0,0,Belice,Final,1994,1994
0,84,Belize,107,0,Belice,Final,1995,1995
0,84,Belize,0,0,Belice,Final,1996,1996
0,84,Belize,141,0,Belice,Final,1997,1997
0,84,Belize,7,0,Belice,Final,1998,1998
0,84,Belize,3,0,Belice,Final,1999,1999
25,84,Belize,4,1,Belice,Final,2000,2000
0,84,Belize,3,0,Belice,Final,2001,2001
0,84,Belize,41,0,Belice,Final,2002,2002
0,84,Belize,0,0,Belice,Final,2003,2003
0,84,Belize,2,0,Belice,Final,2004,2004
0,84,Belize,380,0,Belice,Final,2005,2005
0,84,Belize,9,0,Belice,Final,2006,2006
0,84,Belize,40,0,Belice,Final,2007,2007
0,84,Belize,23,0,Belice,Final,2008,2008
0,84,Belize,1370,0,Belice,Final,2009,2009
0.16,84,Belize,1885,3,Belice,Final,2010,2010
0,84,Belize,466,0,Belice,Final,2011,2011
0,84,Belize,1421,0,Belice,Final,2012,2012
0,84,Belize,2690,0,Belice,Final,2013,2013
0,84,Belize,3165,0,Belice,Final,2014,2014
0,92,Virgin Islands (UK),0,0,Islas Vírgenes (RU),Final,1991,1991
0,92,Virgin Islands (UK),0,0,Islas Vírgenes (RU),Final,1992,1992
0,92,Virgin Islands (UK),0,0,Islas Vírgenes (RU),Final,1993,1993
0,92,Virgin Islands (UK),0,0,Islas Vírgenes (RU),Final,1994,1994
0,92,Virgin Islands (UK),0,0,Islas Vírgenes (RU),Final,1995,1995
0,92,Virgin Islands (UK),0,0,Islas Vírgenes (RU),Final,1996,1996
0,92,Virgin Islands (UK),0,0,Islas Vírgenes (RU),Final,1997,1997
0,92,Virgin Islands (UK),1,0,Islas Vírgenes (RU),Final,1998,1998
0,92,Virgin Islands (UK),0,0,Islas Vírgenes (RU),Final,1999,1999
0,92,Virgin Islands (UK),3,0,Islas Vírgenes (RU),Final,2000,2000
0,92,Virgin Islands (UK),23,0,Islas Vírgenes (RU),Final,2001,2001
0,92,Virgin Islands (UK),0,0,Islas Vírgenes (RU),Final,2002,2002
0,92,Virgin Islands (UK),0,0,Islas Vírgenes (RU),Final,2003,2003
0,92,Virgin Islands (UK),0,0,Islas Vírgenes (RU),Final,2004,2004
0,92,Virgin Islands (UK),0,0,Islas Vírgenes (RU),Final,2005,2005
0,92,Virgin Islands (UK),0,0,Islas Vírgenes (RU),Final,2006,2006
0,92,Virgin Islands (UK),6,0,Islas Vírgenes (RU),Final,2007,2007
0,92,Virgin Islands (UK),15,0,Islas Vírgenes (RU),Final,2008,2008
0,92,Virgin Islands (UK),65,0,Islas Vírgenes (RU),Final,2009,2009
0,92,Virgin Islands (UK),9,0,Islas Vírgenes (RU),Final,2010,2010
0,92,Virgin Islands (UK),939,0,Islas Vírgenes (RU),Final,2011,2011
0,92,Virgin Islands (UK),12,0,Islas Vírgenes (RU),Final,2012,2012
0,92,Virgin Islands (UK),223,0,Islas Vírgenes (RU),Final,2013,2013
0,92,Virgin Islands (UK),205,0,Islas Vírgenes (RU),Final,2014,2014
0,124,Canada,0,0,Canadá,Final,1980,1980
0,124,Canada,0,0,Canadá,Final,1981,1981
0,124,Canada,0,0,Canadá,Final,1982,1982
0,124,Canada,0,0,Canadá,Final,1983,1983
0,124,Canada,0,0,Canadá,Final,1984,1984
0,124,Canada,0,0,Canadá,Final,1985,1985
0,124,Canada,0,0,Canadá,Final,1986,1986
0,124,Canada,0,0,Canadá,Final,1987,1987
0,124,Canada,0,0,Canadá,Final,1988,1988
0,124,Canada,0,0,Canadá,Final,1989,1989
0,124,Canada,0,0,Canadá,Final,1990,1990
0,124,Canada,0,0,Canadá,Final,1991,1991
0,124,Canada,0,0,Canadá,Final,1992,1992
0,124,Canada,0,0,Canadá,Final,1993,1993
0,124,Canada,0,0,Canadá,Final,1994,1994
0,124,Canada,0,0,Canadá,Final,1995,1995
0,124,Canada,0,0,Canadá,Final,1996,1996
0,124,Canada,0,0,Canadá,Final,1997,1997
0,124,Canada,0,0,Canadá,Final,1998,1998
0,124,Canada,0,0,Canadá,Final,1999,1999
0,124,Canada,0,0,Canadá,Final,2000,2000
0,124,Canada,0,0,Canadá,Final,2001,2001
0,124,Canada,0,0,Canadá,Final,2002,2002
0,124,Canada,0,0,Canadá,Final,2003,2003
0,124,Canada,0,0,Canadá,Final,2004,2004
0,124,Canada,0,0,Canadá,Final,2005,2005
0,124,Canada,0,0,Canadá,Final,2006,2006
0,124,Canada,0,0,Canadá,Final,2007,2007
0,124,Canada,0,0,Canadá,Final,2008,2008
0,124,Canada,0,0,Canadá,Final,2009,2009
0,124,Canada,0,0,Canadá,Final,2010,2010
0,124,Canada,0,0,Canadá,Final,2011,2011
0,124,Canada,0,0,Canadá,Final,2012,2012
0,124,Canada,0,0,Canadá,Final,2013,2013
0,124,Canada,0,0,Canadá,Final,2014,2014
0,136,Cayman Islands,0,0,Islas Caimán,Final,1989,1989
0,136,Cayman Islands,0,0,Islas Caimán,Final,1990,1990
0,136,Cayman Islands,0,0,Islas Caimán,Final,1991,1991
0,136,Cayman Islands,0,0,Islas Caimán,Final,1992,1992
0,136,Cayman Islands,0,0,Islas Caimán,Final,1993,1993
0,136,Cayman Islands,0,0,Islas Caimán,Final,1994,1994
0,136,Cayman Islands,1,0,Islas Caimán,Final,1995,1995
0,136,Cayman Islands,0,0,Islas Caimán,Final,1996,1996
0,136,Cayman Islands,0,0,Islas Caimán,Final,1997,1997
0,136,Cayman Islands,2,0,Islas Caimán,Final,1998,1998
0,136,Cayman Islands,1,0,Islas Caimán,Final,1999,1999
0,136,Cayman Islands,0,0,Islas Caimán,Final,2000,2000
0,136,Cayman Islands,0,0,Islas Caimán,Final,2001,2001
0,136,Cayman Islands,1,0,Islas Caimán,Final,2002,2002
0,136,Cayman Islands,1,0,Islas Caimán,Final,2003,2003
0,136,Cayman Islands,0,0,Islas Caimán,Final,2004,2004
0,136,Cayman Islands,1,0,Islas Caimán,Final,2005,2005
0,136,Cayman Islands,0,0,Islas Caimán,Final,2006,2006
0,136,Cayman Islands,9,0,Islas Caimán,Final,2007,2007
0,136,Cayman Islands,1,0,Islas Caimán,Final,2008,2008
0,136,Cayman Islands,0,0,Islas Caimán,Final,2009,2009
0,136,Cayman Islands,8,0,Islas Caimán,Final,2010,2010
0,136,Cayman Islands,2,0,Islas Caimán,Final,2011,2011
0,136,Cayman Islands,53,0,Islas Caimán,Final,2012,2012
0,136,Cayman Islands,69,0,Islas Caimán,Final,2013,2013
0,136,Cayman Islands,105,0,Islas Caimán,Final,2014,2014
0,152,Chile,0,0,Chile,Final,1980,1980
0,152,Chile,0,0,Chile,Final,1981,1981
0,152,Chile,0,0,Chile,Final,1982,1982
0,152,Chile,0,0,Chile,Final,1983,1983
0,152,Chile,0,0,Chile,Final,1984,1984
0,152,Chile,0,0,Chile,Final,1985,1985
0,152,Chile,0,0,Chile,Final,1986,1986
0,152,Chile,0,0,Chile,Final,1987,1987
0,152,Chile,0,0,Chile,Final,1988,1988
0,152,Chile,0,0,Chile,Final,1989,1989
0,152,Chile,0,0,Chile,Final,1990,1990
0,152,Chile,0,0,Chile,Final,1991,1991
0,152,Chile,0,0,Chile,Final,1992,1992
0,152,Chile,0,0,Chile,Final,1993,1993
0,152,Chile,0,0,Chile,Final,1994,1994
0,152,Chile,0,0,Chile,Final,1995,1995
0,152,Chile,0,0,Chile,Final,1996,1996
0,152,Chile,0,0,Chile,Final,1997,1997
0,152,Chile,0,0,Chile,Final,1998,1998
0,152,Chile,0,0,Chile,Final,1999,1999
0,152,Chile,0,0,Chile,Final,2000,2000
0,152,Chile,0,0,Chile,Final,2001,2001
0,152,Chile,636,0,Chile,Final,2002,2002
0,152,Chile,0,0,Chile,Final,2003,2003
0,152,Chile,0,0,Chile,Final,2004,2004
0,152,Chile,0,0,Chile,Final,2005,2005
0,152,Chile,3,0,Chile,Final,2006,2006
0,152,Chile,28,0,Chile,Final,2007,2007
0,152,Chile,25,0,Chile,Final,2008,2008
0,152,Chile,51,0,Chile,Final,2009,2009
0,152,Chile,23,0,Chile,Final,2010,2010
0,152,Chile,1,0,Chile,Final,2011,2011
0,152,Chile,32,0,Chile,Final,2012,2012
0,152,Chile,44,0,Chile,Final,2013,2013
0,152,Chile,25,0,Chile,Final,2014,2014
0,170,Colombia,8964,0,Colombia,Final,1980,1980
0,170,Colombia,10790,0,Colombia,Final,1981,1981
0,170,Colombia,6776,0,Colombia,Final,1982,1982
0,170,Colombia,12919,0,Colombia,Final,1983,1983
0,170,Colombia,7540,0,Colombia,Final,1984,1984
0,170,Colombia,82271,1,Colombia,Final,1985,1985
0,170,Colombia,7881,0,Colombia,Final,1986,1986
0,170,Colombia,17510,0,Colombia,Final,1987,1987
0,170,Colombia,16308,0,Colombia,Final,1988,1988
0,170,Colombia,10091,0,Colombia,Final,1989,1989
0.01,170,Colombia,17350,1,Colombia,Final,1990,1990
0,170,Colombia,15104,0,Colombia,Final,1991,1991
0,170,Colombia,59853,0,Colombia,Final,1992,1992
0,170,Colombia,8449,0,Colombia,Final,1993,1993
0,170,Colombia,774,0,Colombia,Final,1994,1994
0.03,170,Colombia,50031,14,Colombia,Final,1995,1995
0.04,170,Colombia,31398,11,Colombia,Final,1996,1996
0.14,170,Colombia,20340,28,Colombia,Final,1997,1997
0.11,170,Colombia,58011,63,Colombia,Final,1998,1998
0.07,170,Colombia,19243,14,Colombia,Final,1999,1999
0.09,170,Colombia,20956,19,Colombia,Final,2000,2000
0.11,170,Colombia,48874,54,Colombia,Final,2001,2001
0.04,170,Colombia,71727,27,Colombia,Final,2002,2002
0.01,170,Colombia,47710,7,Colombia,Final,2003,2003
0.08,170,Colombia,24708,20,Colombia,Final,2004,2004
0.18,170,Colombia,26169,47,Colombia,Final,2005,2005
0.16,170,Colombia,31092,50,Colombia,Final,2006,2006
0.05,170,Colombia,38562,20,Colombia,Final,2007,2007
0.05,170,Colombia,23651,12,Colombia,Final,2008,2008
0.1,170,Colombia,44412,44,Colombia,Final,2009,2009
0.15,170,Colombia,147670,217,Colombia,Final,2010,2010
0.13,170,Colombia,31819,42,Colombia,Final,2011,2011
0.1,170,Colombia,50040,52,Colombia,Final,2012,2012
0.12,170,Colombia,126425,156,Colombia,Final,2013,2013
0.16,170,Colombia,105356,166,Colombia,Final,2014,2014
0,188,Costa Rica,0,0,Costa Rica,Final,1980,1980
0,188,Costa Rica,0,0,Costa Rica,Final,1981,1981
0,188,Costa Rica,0,0,Costa Rica,Final,1982,1982
0,188,Costa Rica,0,0,Costa Rica,Final,1983,1983
0,188,Costa Rica,0,0,Costa Rica,Final,1984,1984
0,188,Costa Rica,0,0,Costa Rica,Final,1985,1985
0,188,Costa Rica,0,0,Costa Rica,Final,1986,1986
0,188,Costa Rica,0,0,Costa Rica,Final,1987,1987
0,188,Costa Rica,0,0,Costa Rica,Final,1988,1988
0,188,Costa Rica,0,0,Costa Rica,Final,1989,1989
0,188,Costa Rica,0,0,Costa Rica,Final,1990,1990
0,188,Costa Rica,0,0,Costa Rica,Final,1991,1991
0,188,Costa Rica,0,0,Costa Rica,Final,1992,1992
0,188,Costa Rica,0,0,Costa Rica,Final,1993,1993
0,188,Costa Rica,0,0,Costa Rica,Final,1994,1994
0,188,Costa Rica,5133,0,Costa Rica,Final,1995,1995
0,188,Costa Rica,2307,0,Costa Rica,Final,1996,1996
0.01,188,Costa Rica,14259,2,Costa Rica,Final,1997,1997
0,188,Costa Rica,2628,0,Costa Rica,Final,1998,1998
0,188,Costa Rica,5923,0,Costa Rica,Final,1999,1999
0,188,Costa Rica,4903,0,Costa Rica,Final,2000,2000
0,188,Costa Rica,9200,0,Costa Rica,Final,2001,2001
0,188,Costa Rica,12224,0,Costa Rica,Final,2002,2002
0,188,Costa Rica,19600,0,Costa Rica,Final,2003,2003
0,188,Costa Rica,9397,0,Costa Rica,Final,2004,2004
0.01,188,Costa Rica,37746,2,Costa Rica,Final,2005,2005
0,188,Costa Rica,12052,0,Costa Rica,Final,2006,2006
0.03,188,Costa Rica,26122,8,Costa Rica,Final,2007,2007
0,188,Costa Rica,7108,0,Costa Rica,Final,2008,2008
0,188,Costa Rica,6938,0,Costa Rica,Final,2009,2009
0,188,Costa Rica,31752,0,Costa Rica,Final,2010,2010
0,188,Costa Rica,13826,0,Costa Rica,Final,2011,2011
0,188,Costa Rica,20996,0,Costa Rica,Final,2012,2012
0,188,Costa Rica,49868,1,Costa Rica,Final,2013,2013
0,188,Costa Rica,11140,0,Costa Rica,Final,2014,2014
0,192,Cuba,0,0,Cuba,Final,1980,1980
0.05,192,Cuba,333891,158,Cuba,Final,1981,1981
0,192,Cuba,0,0,Cuba,Final,1982,1982
0,192,Cuba,0,0,Cuba,Final,1983,1983
0,192,Cuba,0,0,Cuba,Final,1984,1984
0,192,Cuba,0,0,Cuba,Final,1985,1985
0,192,Cuba,0,0,Cuba,Final,1986,1986
0,192,Cuba,0,0,Cuba,Final,1987,1987
0,192,Cuba,0,0,Cuba,Final,1988,1988
0,192,Cuba,0,0,Cuba,Final,1989,1989
0,192,Cuba,0,0,Cuba,Final,1990,1990
0,192,Cuba,0,0,Cuba,Final,1991,1991
0,192,Cuba,0,0,Cuba,Final,1992,1992
0,192,Cuba,0,0,Cuba,Final,1993,1993
0,192,Cuba,0,0,Cuba,Final,1994,1994
0,192,Cuba,0,0,Cuba,Final,1995,1995
0,192,Cuba,0,0,Cuba,Final,1996,1996
0.43,192,Cuba,2807,12,Cuba,Final,1997,1997
0,192,Cuba,0,0,Cuba,Final,1998,1998
0,192,Cuba,0,0,Cuba,Final,1999,1999
0,192,Cuba,138,0,Cuba,Final,2000,2000
0.02,192,Cuba,11363,2,Cuba,Final,2001,2001
0.03,192,Cuba,2999,1,Cuba,Final,2002,2002
0,192,Cuba,0,0,Cuba,Final,2003,2003
