Mortality rate per 100000 pop,CountryISO vwPopulation per year,Country ISO,Country,Dengue Tot,Dengue,Dgrave,Deaths,Number of Records,Pais,PopFemale vwPopulation per year,PopMale vwPopulation per year,Population,Tipo,Year vwPopulation per year,Year
0.93,84,84,Belize,1885,1592,293,3,1,Belice,160742,160867,321609,Final,2010,2010
0,84,84,Belize,466,463,3,0,1,Belice,164660,164533,329193,Final,2011,2011
0,84,84,Belize,1421,1415,6,0,1,Belice,168537,168170,336707,Final,2012,2012
0,84,84,Belize,2690,2678,12,0,1,Belice,172396,171797,344193,Final,2013,2013
0,84,84,Belize,3165,3052,113,0,1,Belice,176270,175436,351706,Final,2014,2014
0,84,84,Belize,5026,4880,146,0,1,Belice,176270,175436,351706,Final,2014,2014
0,84,84,Belize,5366,5250,116,0,1,Belice,180183,179104,359287,Final,2015,2015
,84,84,Belize,4713,4713,,,1,Belice,184138,182804,366942,Final,2016,2016
0,84,84,Belize,2966,2964,2,0,1,Belice,188124,186527,374651,Preliminar,2017,2017
0,84,84,Belize,294,294,,0,1,Belice,192131,190264,382395,Preliminar,2018,2018
0,92,92,Virgin Islands (UK),0,0,0,0,1,Islas Vírgenes (RU),7928,8340,16268,Final,1991,1991
0,92,92,Virgin Islands (UK),0,0,0,0,1,Islas Vírgenes (RU),8322,8666,16988,Final,1992,1992
0,92,92,Virgin Islands (UK),0,0,0,0,1,Islas Vírgenes (RU),8707,8979,17686,Final,1993,1993
0,92,92,Virgin Islands (UK),0,0,0,0,1,Islas Vírgenes (RU),9091,9292,18383,Final,1994,1994
0,92,92,Virgin Islands (UK),0,0,0,0,1,Islas Vírgenes (RU),9464,9595,19059,Final,1995,1995
0,92,92,Virgin Islands (UK),0,0,0,0,1,Islas Vírgenes (RU),9842,9898,19740,Final,1996,1996
0,92,92,Virgin Islands (UK),0,0,0,0,1,Islas Vírgenes (RU),10229,10214,20443,Final,1997,1997
0,92,92,Virgin Islands (UK),1,1,0,0,1,Islas Vírgenes (RU),10608,10524,21132,Final,1998,1998
0,92,92,Virgin Islands (UK),0,0,0,0,1,Islas Vírgenes (RU),10982,10829,21811,Final,1999,1999
0,92,92,Virgin Islands (UK),3,3,0,0,1,Islas Vírgenes (RU),11366,11143,22509,Final,2000,2000
0,92,92,Virgin Islands (UK),23,23,0,0,1,Islas Vírgenes (RU),11747,11456,23203,Final,2001,2001
0,92,92,Virgin Islands (UK),0,0,0,0,1,Islas Vírgenes (RU),12108,11749,23857,Final,2002,2002
0,92,92,Virgin Islands (UK),0,0,0,0,1,Islas Vírgenes (RU),12457,12028,24485,Final,2003,2003
0,92,92,Virgin Islands (UK),0,0,0,0,1,Islas Vírgenes (RU),12819,12321,25140,Final,2004,2004
0,92,92,Virgin Islands (UK),0,0,0,0,1,Islas Vírgenes (RU),13222,12647,25869,Final,2005,2005
0,92,92,Virgin Islands (UK),0,0,0,0,1,Islas Vírgenes (RU),13671,13004,26675,Final,2006,2006
0,92,92,Virgin Islands (UK),6,6,0,0,1,Islas Vírgenes (RU),14108,13352,27460,Final,2007,2007
0,92,92,Virgin Islands (UK),15,15,0,0,1,Islas Vírgenes (RU),14505,13671,28176,Final,2008,2008
0,92,92,Virgin Islands (UK),65,65,0,0,1,Islas Vírgenes (RU),14903,13992,28895,Final,2009,2009
0,92,92,Virgin Islands (UK),9,9,0,0,1,Islas Vírgenes (RU),15315,14325,29640,Final,2010,2010
0,92,92,Virgin Islands (UK),939,939,0,0,1,Islas Vírgenes (RU),15730,14661,30391,Final,2011,2011
0,92,92,Virgin Islands (UK),12,12,0,0,1,Islas Vírgenes (RU),16148,15000,31148,Final,2012,2012
0,92,92,Virgin Islands (UK),223,223,0,0,1,Islas Vírgenes (RU),16570,15342,31912,Final,2013,2013
0,92,92,Virgin Islands (UK),205,205,0,0,1,Islas Vírgenes (RU),16994,15686,32680,Final,2014,2014
0,92,92,Virgin Islands (UK),239,239,0,0,1,Islas Vírgenes (RU),16994,15686,32680,Preliminar,2014,2014
0,92,92,Virgin Islands (UK),103,102,1,0,1,Islas Vírgenes (RU),17421,16033,33454,Preliminar,2015,2015
0,92,92,Virgin Islands (UK),100,100,0,0,1,Islas Vírgenes (RU),17850,16382,34232,Preliminar,2016,2016
0,92,92,Virgin Islands (UK),67,67,0,0,1,Islas Vírgenes (RU),18282,16733,35015,Preliminar,2017,2017
0,92,92,Virgin Islands (UK),0,0,0,0,1,Islas Vírgenes (RU),18716,17086,35802,Preliminar,2018,2018
0,124,124,Canada,0,0,0,0,1,Canadá,12305756,12210032,24515788,Final,1980,1980
0,124,124,Canada,0,0,0,0,1,Canadá,12442429,12326096,24768525,Final,1981,1981
0,124,124,Canada,0,0,0,0,1,Canadá,12575997,12441504,25017501,Final,1982,1982
0,124,124,Canada,0,0,0,0,1,Canadá,12711552,12561104,25272656,Final,1983,1983
0,124,124,Canada,0,0,0,0,1,Canadá,12855760,12690976,25546736,Final,1984,1984
0,124,124,Canada,0,0,0,0,1,Canadá,13013080,12835093,25848173,Final,1985,1985
0,124,124,Canada,0,0,0,0,1,Canadá,13185558,12995784,26181342,Final,1986,1986
0,124,124,Canada,0,0,0,0,1,Canadá,13371004,13170977,26541981,Final,1987,1987
0,124,124,Canada,0,0,0,0,1,Canadá,13564329,13354707,26919036,Final,1988,1988
0,124,124,Canada,0,0,0,0,1,Canadá,13758123,13538394,27296517,Final,1989,1989
0,124,124,Canada,0,0,0,0,1,Canadá,13946769,13715671,27662440,Final,1990,1990
0,124,124,Canada,0,0,0,0,1,Canadá,14129171,13884931,28014102,Final,1991,1991
0,124,124,Canada,0,0,0,0,1,Canadá,14306264,14047579,28353843,Final,1992,1992
0,124,124,Canada,0,0,0,0,1,Canadá,14476961,14203960,28680921,Final,1993,1993
0,124,124,Canada,0,0,0,0,1,Canadá,14640497,14355325,28995822,Final,1994,1994
0,124,124,Canada,0,0,0,0,1,Canadá,14796635,14502843,29299478,Final,1995,1995
0,124,124,Canada,0,0,0,0,1,Canadá,14944655,14646297,29590952,Final,1996,1996
0,124,124,Canada,0,0,0,0,1,Canadá,15085265,14785827,29871092,Final,1997,1997
0,124,124,Canada,0,0,0,0,1,Canadá,15221581,14923567,30145148,Final,1998,1998
0,124,124,Canada,0,0,0,0,1,Canadá,15357891,15062325,30420216,Final,1999,1999
0,124,124,Canada,0,0,0,0,1,Canadá,15497553,15204350,30701903,Final,2000,2000
0,124,124,Canada,0,0,0,0,1,Canadá,15641314,15350030,30991344,Final,2001,2001
0,124,124,Canada,0,0,0,0,1,Canadá,15789080,15499492,31288572,Final,2002,2002
0,124,124,Canada,0,0,0,0,1,Canadá,15942281,15654312,31596593,Final,2003,2003
0,124,124,Canada,0,0,0,0,1,Canadá,16102338,15816244,31918582,Final,2004,2004
0,124,124,Canada,0,0,0,0,1,Canadá,16270053,15986280,32256333,Final,2005,2005
0,124,124,Canada,0,0,0,0,1,Canadá,16446155,16165281,32611436,Final,2006,2006
0,124,124,Canada,0,0,0,0,1,Canadá,16629969,16352306,32982275,Final,2007,2007
0,124,124,Canada,0,0,0,0,1,Canadá,16819017,16544239,33363256,Final,2008,2008
0,124,124,Canada,0,0,0,0,1,Canadá,17009816,16736743,33746559,Final,2009,2009
0,124,124,Canada,0,0,0,0,1,Canadá,17199626,16926547,34126173,Final,2010,2010
0,124,124,Canada,0,0,0,0,1,Canadá,17387537,17112368,34499905,Final,2011,2011
0,124,124,Canada,0,0,0,0,1,Canadá,17573553,17294598,34868151,Final,2012,2012
0,124,124,Canada,0,0,0,0,1,Canadá,17756937,17473675,35230612,Final,2013,2013
0,124,124,Canada,0,0,0,0,1,Canadá,17937126,17650667,35587793,Final,2014,2014
0,124,124,Canada,0,0,0,0,1,Canadá,17937126,17650667,35587793,Preliminar,2014,2014
0,124,124,Canada,0,0,0,0,1,Canadá,18113659,17826268,35939927,Preliminar,2015,2015
0,124,124,Canada,0,0,0,0,1,Canadá,18286013,18000365,36286378,Final,2016,2016
0,124,124,Canada,0,0,0,0,1,Canadá,18453867,18172216,36626083,Preliminar,2017,2017
0,124,124,Canada,0,0,0,0,1,Canadá,18617302,18341189,36958491,Preliminar,2018,2018
0,136,136,Cayman Islands,0,0,0,0,1,Islas Caimán,12838,12234,25072,Final,1989,1989
0,136,136,Cayman Islands,0,0,0,0,1,Islas Caimán,13485,12870,26355,Final,1990,1990
0,136,136,Cayman Islands,0,0,0,0,1,Islas Caimán,14075,13439,27514,Final,1991,1991
0,136,136,Cayman Islands,0,0,0,0,1,Islas Caimán,14663,14012,28675,Final,1992,1992
0,136,136,Cayman Islands,0,0,0,0,1,Islas Caimán,15335,14671,30006,Final,1993,1993
0,136,136,Cayman Islands,0,0,0,0,1,Islas Caimán,16002,15297,31299,Final,1994,1994
0,136,136,Cayman Islands,1,1,0,0,1,Islas Caimán,16615,15875,32490,Final,1995,1995
0,136,136,Cayman Islands,0,0,0,0,1,Islas Caimán,17218,16463,33681,Final,1996,1996
0,136,136,Cayman Islands,0,0,0,0,1,Islas Caimán,17822,17049,34871,Final,1997,1997
0,136,136,Cayman Islands,2,2,0,0,1,Islas Caimán,18426,17634,36060,Final,1998,1998
0,136,136,Cayman Islands,1,1,0,0,1,Islas Caimán,19031,18217,37248,Final,1999,1999
0,136,136,Cayman Islands,0,0,0,0,1,Islas Caimán,19637,18799,38436,Final,2000,2000
0,136,136,Cayman Islands,0,0,0,0,1,Islas Caimán,20242,19379,39621,Final,2001,2001
0,136,136,Cayman Islands,1,1,0,0,1,Islas Caimán,20847,19957,40804,Final,2002,2002
0,136,136,Cayman Islands,1,1,0,0,1,Islas Caimán,21451,20534,41985,Final,2003,2003
0,136,136,Cayman Islands,0,0,0,0,1,Islas Caimán,22055,21108,43163,Final,2004,2004
0,136,136,Cayman Islands,1,1,0,0,1,Islas Caimán,22659,21681,44340,Final,2005,2005
0,136,136,Cayman Islands,0,0,0,0,1,Islas Caimán,23264,22253,45517,Final,2006,2006
0,136,136,Cayman Islands,9,9,0,0,1,Islas Caimán,23868,22822,46690,Final,2007,2007
0,136,136,Cayman Islands,1,1,0,0,1,Islas Caimán,24472,23390,47862,Final,2008,2008
0,136,136,Cayman Islands,0,0,0,0,1,Islas Caimán,25078,23957,49035,Final,2009,2009
0,136,136,Cayman Islands,8,8,0,0,1,Islas Caimán,25685,24524,50209,Final,2010,2010
0,136,136,Cayman Islands,2,2,0,0,1,Islas Caimán,26293,25091,51384,Final,2011,2011
0,136,136,Cayman Islands,53,53,0,0,1,Islas Caimán,26903,25657,52560,Final,2012,2012
0,136,136,Cayman Islands,69,69,0,0,1,Islas Caimán,27514,26223,53737,Final,2013,2013
0,136,136,Cayman Islands,105,105,0,0,1,Islas Caimán,28126,26788,54914,Final,2014,2014
0,136,136,Cayman Islands,124,124,0,0,1,Islas Caimán,28126,26788,54914,Preliminar,2014,2014
0,136,136,Cayman Islands,40,40,0,0,1,Islas Caimán,28739,27353,56092,Preliminar,2015,2015
0,136,136,Cayman Islands,150,150,0,0,1,Islas Caimán,29352,27916,57268,Preliminar,2016,2016
0,136,136,Cayman Islands,31,31,0,0,1,Islas Caimán,29964,28477,58441,Preliminar,2017,2017
0,136,136,Cayman Islands,10,10,0,0,1,Islas Caimán,30576,29037,59613,Preliminar,2018,2018
0,152,152,Chile,0,0,0,0,1,Chile,5697215,5537125,11234340,Final,1980,1980
0,152,152,Chile,0,0,0,0,1,Chile,5781287,5619202,11400489,Final,1981,1981
0,152,152,Chile,0,0,0,0,1,Chile,5866572,5702563,11569135,Final,1982,1982
0,152,152,Chile,0,0,0,0,1,Chile,5954007,5788050,11742057,Final,1983,1983
0,152,152,Chile,0,0,0,0,1,Chile,6044727,5876680,11921407,Final,1984,1984
0,152,152,Chile,0,0,0,0,1,Chile,6139467,5969109,12108576,Final,1985,1985
0,152,152,Chile,0,0,0,0,1,Chile,6238577,6065626,12304203,Final,1986,1986
0,152,152,Chile,0,0,0,0,1,Chile,6341636,6165852,12507488,Final,1987,1987
0,152,152,Chile,0,0,0,0,1,Chile,6447604,6268904,12716508,Final,1988,1988
0,152,152,Chile,0,0,0,0,1,Chile,6554983,6373508,12928491,Final,1989,1989
0,152,152,Chile,0,0,0,0,1,Chile,6662580,6478622,13141202,Final,1990,1990
0,152,152,Chile,0,0,0,0,1,Chile,6770071,6583983,13354054,Final,1991,1991
0,152,152,Chile,0,0,0,0,1,Chile,6877438,6689504,13566942,Final,1992,1992
0,152,152,Chile,0,0,0,0,1,Chile,6984145,6794531,13778676,Final,1993,1993
0,152,152,Chile,0,0,0,0,1,Chile,7089655,6898344,13987999,Final,1994,1994
0,152,152,Chile,0,0,0,0,1,Chile,7193571,7000415,14193986,Final,1995,1995
0,152,152,Chile,0,0,0,0,1,Chile,7295603,7100417,14396020,Final,1996,1996
0,152,152,Chile,0,0,0,0,1,Chile,7395718,7198352,14594070,Final,1997,1997
0,152,152,Chile,0,0,0,0,1,Chile,7494141,7294468,14788609,Final,1998,1998
0,152,152,Chile,0,0,0,0,1,Chile,7591273,7389211,14980484,Final,1999,1999
0,152,152,Chile,0,0,0,0,1,Chile,7687443,7482944,15170387,Final,2000,2000
0,152,152,Chile,0,0,0,0,1,Chile,7782689,7575729,15358418,Final,2001,2001
0,152,152,Chile,636,636,0,0,1,Chile,7877004,7667550,15544554,Final,2002,2002
0,152,152,Chile,0,0,0,0,1,Chile,7970643,7758625,15729268,Final,2003,2003
0,152,152,Chile,0,0,0,0,1,Chile,8063911,7849208,15913119,Final,2004,2004
0,152,152,Chile,0,0,0,0,1,Chile,8157049,7939522,16096571,Final,2005,2005
0,152,152,Chile,3,3,0,0,1,Chile,8250111,8029617,16279728,Final,2006,2006
0,152,152,Chile,28,28,0,0,1,Chile,8343120,8119581,16462701,Final,2007,2007
0,152,152,Chile,25,25,0,0,1,Chile,8436242,8209698,16645940,Final,2008,2008
0,152,152,Chile,51,51,0,0,1,Chile,8529652,8300305,16829957,Final,2009,2009
0,152,152,Chile,23,23,0,0,1,Chile,8623434,8391614,17015048,Final,2010,2010
0,152,152,Chile,1,1,0,0,1,Chile,8717619,8483686,17201305,Final,2011,2011
0,152,152,Chile,32,32,0,0,1,Chile,8812057,8576380,17388437,Final,2012,2012
0,152,152,Chile,44,44,0,0,1,Chile,8906407,8669426,17575833,Final,2013,2013
0,152,152,Chile,25,25,0,0,1,Chile,9000209,8762438,17762647,Final,2014,2014
0,152,152,Chile,30,30,0,0,1,Chile,9000209,8762438,17762647,Preliminar,2014,2014
0,152,152,Chile,40,40,0,0,1,Chile,9093072,8855069,17948141,Preliminar,2015,2015
0,152,152,Chile,33,33,0,0,1,Chile,9184746,8947104,18131850,Preliminar,2016,2016
0,152,152,Chile,10,10,0,0,1,Chile,9275108,9038387,18313495,Preliminar,2017,2017
0,170,170,Colombia,8964,8964,0,0,1,Colombia,13926927,13810978,27737905,Final,1980,1980
0,170,170,Colombia,10790,10790,0,0,1,Colombia,14248941,14127054,28375995,Final,1981,1981
0,170,170,Colombia,6776,6776,0,0,1,Colombia,14578708,14448450,29027158,Final,1982,1982
0,170,170,Colombia,12919,12919,0,0,1,Colombia,14913775,14773321,29687096,Final,1983,1983
0,170,170,Colombia,7540,7540,0,0,1,Colombia,15250808,15099274,30350082,Final,1984,1984
0,170,170,Colombia,82271,82270,1,1,1,Colombia,15587272,15424414,31011686,Final,1985,1985
0,170,170,Colombia,7881,7881,0,0,1,Colombia,15921925,15747855,31669780,Final,1986,1986
0,170,170,Colombia,17510,17510,0,0,1,Colombia,16254905,16069421,32324326,Final,1987,1987
0,170,170,Colombia,16308,16308,0,0,1,Colombia,16586724,16388809,32975533,Final,1988,1988
0,170,170,Colombia,10091,10090,1,0,1,Colombia,16918481,16705961,33624442,Final,1989,1989
0,170,170,Colombia,17350,17311,39,1,1,Colombia,17250799,17020764,34271563,Final,1990,1990
0,170,170,Colombia,15104,15008,96,0,1,Colombia,17583783,17332987,34916770,Final,1991,1991
0,170,170,Colombia,59853,59853,0,0,1,Colombia,17916469,17642214,35558683,Final,1992,1992
0,170,170,Colombia,8449,8449,0,0,1,Colombia,18247173,17947997,36195170,Final,1993,1993
0,170,170,Colombia,774,774,0,0,1,Colombia,18573690,18249849,36823539,Final,1994,1994
0.04,170,170,Colombia,50031,49003,1028,14,1,Colombia,18894489,18547491,37441980,Final,1995,1995
0.03,170,170,Colombia,31398,29641,1757,11,1,Colombia,19208632,18840408,38049040,Final,1996,1996
0.07,170,170,Colombia,20340,16390,3950,28,1,Colombia,19516623,19128786,38645409,Final,1997,1997
0.16,170,170,Colombia,58011,52840,5171,63,1,Colombia,19820151,19413908,39234059,Final,1998,1998
0.04,170,170,Colombia,19243,18150,1093,14,1,Colombia,20121715,19697564,39819279,Final,1999,1999
0.05,170,170,Colombia,20956,19137,1819,19,1,Colombia,20423032,19980927,40403959,Final,2000,2000
0.13,170,170,Colombia,48874,42311,6563,54,1,Colombia,20724520,20264389,40988909,Final,2001,2001
0.06,170,170,Colombia,71727,66458,5269,27,1,Colombia,21025293,20547200,41572493,Final,2002,2002
0.02,170,170,Colombia,47710,42832,4878,7,1,Colombia,21324172,20827975,42152147,Final,2003,2003
0.05,170,170,Colombia,24708,21893,2815,20,1,Colombia,21619415,21104742,42724157,Final,2004,2004
0.11,170,170,Colombia,26169,21863,4306,47,1,Colombia,21909660,21375976,43285636,Final,2005,2005
0.11,170,170,Colombia,31092,25713,5379,50,1,Colombia,22194544,21641200,43835744,Final,2006,2006
0.05,170,170,Colombia,38562,33897,4665,20,1,Colombia,22474136,21900511,44374647,Final,2007,2007
0.03,170,170,Colombia,23651,20570,3081,12,1,Colombia,22748014,22153646,44901660,Final,2008,2008
0.1,170,170,Colombia,44412,37281,7131,44,1,Colombia,23015799,22400477,45416276,Final,2009,2009
0.47,170,170,Colombia,147670,138188,9482,217,1,Colombia,23277202,22640899,45918101,Final,2010,2010
0.09,170,170,Colombia,31819,30431,1388,42,1,Colombia,23531853,22874593,46406446,Final,2011,2011
0.11,170,170,Colombia,50040,48690,1350,52,1,Colombia,23779628,23101390,46881018,Final,2012,2012
0.33,170,170,Colombia,126425,123228,3197,156,1,Colombia,24020812,23321551,47342363,Final,2013,2013
0.35,170,170,Colombia,105356,102755,2601,166,1,Colombia,24255888,23535505,47791393,Final,2014,2014
0.18,170,170,Colombia,110473,107696,2777,88,1,Colombia,24255888,23535505,47791393,Preliminar,2014,2014
0.32,170,170,Colombia,96444,95023,1421,155,1,Colombia,24485169,23743535,48228704,Preliminar,2015,2015
0.12,170,170,Colombia,103822,102775,1047,60,1,Colombia,24708693,23945699,48654392,Preliminar,2016,2016
0.03,170,170,Colombia,26279,25993,286,15,1,Colombia,24926199,24141782,49067981,Preliminar,2017,2017
0,170,170,Colombia,6316,6226,90,0,1,Colombia,25137355,24331470,49468825,Preliminar,2018,2018
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1180928,1208381,2389309,Final,1980,1980
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1213456,1240671,2454127,Final,1981,1981
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1247126,1274037,2521163,Final,1982,1982
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1281676,1308256,2589932,Final,1983,1983
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1316751,1343021,2659772,Final,1984,1984
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1352108,1378123,2730231,Final,1985,1985
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1387577,1413409,2800986,Final,1986,1986
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1423257,1448957,2872214,Final,1987,1987
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1459501,1485059,2944560,Final,1988,1988
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1496814,1522139,3018953,Final,1989,1989
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1535526,1560468,3095994,Final,1990,1990
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1575628,1600026,3175654,Final,1991,1991
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1616876,1640587,3257463,Final,1992,1992
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1659055,1681950,3341005,Final,1993,1993
0,188,188,Costa Rica,0,0,0,0,1,Costa Rica,1701861,1723831,3425692,Final,1994,1994
0,188,188,Costa Rica,5133,5132,1,0,1,Costa Rica,1744982,1765943,3510925,Final,1995,1995
0,188,188,Costa Rica,2307,2307,0,0,1,Costa Rica,1788436,1808297,3596733,Final,1996,1996
0.05,188,188,Costa Rica,14259,14251,8,2,1,Costa Rica,1832022,1850703,3682725,Final,1997,1997
0,188,188,Costa Rica,2628,2628,0,0,1,Costa Rica,1874942,1892427,3767369,Final,1998,1998
0,188,188,Costa Rica,5923,5806,117,0,1,Costa Rica,1916186,1932539,3848725,Final,1999,1999
0,188,188,Costa Rica,4903,4899,4,0,1,Costa Rica,1955054,1970396,3925450,Final,2000,2000
0,188,188,Costa Rica,9200,9163,37,0,1,Costa Rica,1991162,2005638,3996800,Final,2001,2001
0,188,188,Costa Rica,12224,12197,27,0,1,Costa Rica,2024735,2038473,4063208,Final,2002,2002
0,188,188,Costa Rica,19600,19531,69,0,1,Costa Rica,2056439,2069531,4125970,Final,2003,2003
0,188,188,Costa Rica,9397,9386,11,0,1,Costa Rica,2087278,2099761,4187039,Final,2004,2004
0.05,188,188,Costa Rica,37746,37694,52,2,1,Costa Rica,2117988,2129855,4247843,Final,2005,2005
0,188,188,Costa Rica,12052,11980,72,0,1,Costa Rica,2148774,2160016,4308790,Final,2006,2006
0.18,188,188,Costa Rica,26122,25804,318,8,1,Costa Rica,2179425,2190040,4369465,Final,2007,2007
0,188,188,Costa Rica,7108,7056,52,0,1,Costa Rica,2209777,2219729,4429506,Final,2008,2008
0,188,188,Costa Rica,6938,6930,8,0,1,Costa Rica,2239522,2248739,4488261,Final,2009,2009
0,188,188,Costa Rica,31752,31731,21,0,1,Costa Rica,2268442,2276831,4545273,Final,2010,2010
0,188,188,Costa Rica,13826,13798,28,0,1,Costa Rica,2296519,2303968,4600487,Final,2011,2011
0,188,188,Costa Rica,20996,20945,51,0,1,Costa Rica,2323869,2330279,4654148,Final,2012,2012
0.02,188,188,Costa Rica,49868,49717,151,1,1,Costa Rica,2350556,2355877,4706433,Final,2013,2013
0,188,188,Costa Rica,11140,11136,4,0,1,Costa Rica,2376679,2380927,4757606,Final,2014,2014
0,188,188,Costa Rica,11140,11136,4,0,1,Costa Rica,2376679,2380927,4757606,final,2014,2014
0,188,188,Costa Rica,17394,17388,6,0,1,Costa Rica,2402305,2405545,4807850,Final,2015,2015
0,188,188,Costa Rica,23319,23298,21,0,1,Costa Rica,2427451,2429767,4857218,Final,2016,2016
0,188,188,Costa Rica,5561,5561,0,0,1,Costa Rica,2452082,2453544,4905626,final,2017,2017
0,188,188,Costa Rica,373,373,0,0,1,Costa Rica,2476144,2476810,4952954,final,2018,2018
0,192,192,Cuba,0,0,0,0,1,Cuba,4858111,4977066,9835177,Final,1980,1980
1.6,192,192,Cuba,333891,323579,10312,158,1,Cuba,4885988,4998231,9884219,Final,1981,1981
0,192,192,Cuba,0,0,0,0,1,Cuba,4910901,5014717,9925618,Final,1982,1982
0,192,192,Cuba,0,0,0,0,1,Cuba,4935934,5030799,9966733,Final,1983,1983
0,192,192,Cuba,0,0,0,0,1,Cuba,4965004,5052057,10017061,Final,1984,1984
0,192,192,Cuba,0,0,0,0,1,Cuba,5000724,5082266,10082990,Final,1985,1985
0,192,192,Cuba,0,0,0,0,1,Cuba,5044623,5123375,10167998,Final,1986,1986
0,192,192,Cuba,0,0,0,0,1,Cuba,5095523,5173753,10269276,Final,1987,1987
0,192,192,Cuba,0,0,0,0,1,Cuba,5149946,5229134,10379080,Final,1988,1988
0,192,192,Cuba,0,0,0,0,1,Cuba,5202839,5283271,10486110,Final,1989,1989
0,192,192,Cuba,0,0,0,0,1,Cuba,5250509,5331573,10582082,Final,1990,1990
0,192,192,Cuba,0,0,0,0,1,Cuba,5291792,5372785,10664577,Final,1991,1991
0,192,192,Cuba,0,0,0,0,1,Cuba,5327671,5408104,10735775,Final,1992,1992
0,192,192,Cuba,0,0,0,0,1,Cuba,5359200,5438356,10797556,Final,1993,1993
0,192,192,Cuba,0,0,0,0,1,Cuba,5388241,5465194,10853435,Final,1994,1994
0,192,192,Cuba,0,0,0,0,1,Cuba,5416152,5489896,10906048,Final,1995,1995
0,192,192,Cuba,0,0,0,0,1,Cuba,5443062,5512310,10955372,Final,1996,1996
0.11,192,192,Cuba,2807,2602,205,12,1,Cuba,5468391,5532040,11000431,Final,1997,1997
0,192,192,Cuba,0,0,0,0,1,Cuba,5491988,5549905,11041893,Final,1998,1998
0,192,192,Cuba,0,0,0,0,1,Cuba,5513565,5566941,11080506,Final,1999,1999
0,192,192,Cuba,138,138,0,0,1,Cuba,5532923,5583864,11116787,Final,2000,2000
0.02,192,192,Cuba,11363,11294,69,2,1,Cuba,5550239,5601233,11151472,Final,2001,2001
0.01,192,192,Cuba,2999,2987,12,1,1,Cuba,5565698,5618842,11184540,Final,2002,2002
0,192,192,Cuba,0,0,0,0,1,Cuba,5579131,5635706,11214837,Final,2003,2003
0,192,192,Cuba,0,0,0,0,1,Cuba,5590303,5650377,11240680,Final,2004,2004
0,192,192,Cuba,75,75,0,0,1,Cuba,5599156,5661896,11261052,Final,2005,2005
0,192,192,Cuba,0,0,0,0,1,Cuba,5605428,5669771,11275199,Final,2006,2006
0,192,192,Cuba,28,28,0,0,1,Cuba,5609471,5674572,11284043,Final,2007,2007
0,192,192,Cuba,0,0,0,0,1,Cuba,5612569,5677670,11290239,Final,2008,2008
0,192,192,Cuba,70,70,0,0,1,Cuba,5616435,5681007,11297442,Final,2009,2009
0,192,192,Cuba,0,0,0,0,1,Cuba,5622221,5685912,11308133,Final,2010,2010
0,192,192,Cuba,0,0,0,0,1,Cuba,5630571,5692999,11323570,Final,2011,2011
0,192,192,Cuba,0,0,0,0,1,Cuba,5640954,5701677,11342631,Final,2012,2012
0,192,192,Cuba,0,0,0,0,1,Cuba,5651903,5710602,11362505,Final,2013,2013
0,192,192,Cuba,0,0,0,0,1,Cuba,5661295,5717816,11379111,Final,2014,2014
0,192,192,Cuba,2522,2522,0,0,1,Cuba,5661295,5717816,11379111,Preliminar,2014,2014
0,192,192,Cuba,1691,1691,0,0,1,Cuba,5667620,5721942,11389562,Preliminar,2015,2015
0,192,192,Cuba,1836,1807,29,0,1,Cuba,5670365,5722524,11392889,Preliminar,2016,2016
0,192,192,Cuba,1248,1229,19,0,1,Cuba,5670072,5720112,11390184,Preliminar,2017,2017
0,212,212,Dominica,0,0,0,0,1,Dominica,37040,36479,73519,Final,1981,1981
0,212,212,Dominica,0,0,0,0,1,Dominica,37166,36647,73813,Final,1982,1982
0,212,212,Dominica,0,0,0,0,1,Dominica,37388,36898,74286,Final,1983,1983
0,212,212,Dominica,0,0,0,0,1,Dominica,37232,36761,73993,Final,1984,1984
0,212,212,Dominica,0,0,0,0,1,Dominica,36784,36325,73109,Final,1985,1985
0,212,212,Dominica,0,0,0,0,1,Dominica,36412,35967,72379,Final,1986,1986
0,212,212,Dominica,0,0,0,0,1,Dominica,36123,35692,71815,Final,1987,1987
0,212,212,Dominica,0,0,0,0,1,Dominica,35878,35460,71338,Final,1988,1988
0,212,212,Dominica,0,0,0,0,1,Dominica,35460,35049,70509,Final,1989,1989
0,212,212,Dominica,6,6,0,0,1,Dominica,35205,34804,70009,Final,1990,1990
0,212,212,Dominica,12,12,0,0,1,Dominica,35253,34868,70121,Final,1991,1991
0,212,212,Dominica,0,0,0,0,1,Dominica,35308,34970,70278,Final,1992,1992
